node1,node2,weight
Pasapalabra,B&B,93
Pasapalabra,Seitenblicke,75
Pasapalabra,Home Movies,91
Pasapalabra,Hay una cosa que te quiero decir,62
Pasapalabra,Chiringuito de Pepe,88
Pasapalabra,The Joey Canyon Show,80
Pasapalabra,La que se Avecina,78
Pasapalabra,Todo el mundo es bueno,71
Pasapalabra,SoCosmo,70
Pasapalabra,Cazamariposas,88
Pasapalabra,Mujeres y hombres y viceversa,15
Hlas Česko Slovenska,Count Duckula TV,25
Hlas Česko Slovenska,MTV Floribama Shore,75
Hlas Česko Slovenska,Ordinace v růžové zahradě 2,14
Hlas Česko Slovenska,SuperStar,85
Hlas Česko Slovenska,The Voice Global,56
Sábados Felices,La Red Caracol,55
Sábados Felices,Cooper's Treasure,45
Sábados Felices,La Voz Colombia,31
Sábados Felices,The Daily Briefing,77
MetroFocus,Great Performances l PBS,39
MetroFocus,The Voice of China 中国好声音,93
MetroFocus,Nature | PBS,44
MetroFocus,American Masters,57
Black Sails,Spartacus,34
Black Sails,Outlander,70
Black Sails,Magic City,88
Black Sails,Queen of the South,57
Black Sails,CT Style,41
Black Sails,The White Princess,93
Black Sails,Home & Family,55
Black Sails,Da Vinci's Demons,40
Counting On,Cake Boss,30
Counting On,My Big Fat American Gypsy Wedding,19
Counting On,Leah Remini: It's All Relative,53
Counting On,"""Love  Lust or Run""",84
Counting On,Toddlers & Tiaras,80
Counting On,Kate Plus 8,27
Counting On,White Rabbit Project,42
Counting On,Four Weddings,77
Counting On,Extreme Couponing,22
Counting On,RDI Économie,77
Counting On,LA Ink,14
Counting On,The State,73
Counting On,Silvana sin Lana,75
Counting On,Who Do You Think You Are?,27
Counting On,NY Ink,42
Counting On,"""Little People",38
Counting On,90 Day Fiance,39
Counting On,Visite,8
Counting On,Breaking Amish,38
Counting On,Access,8
Counting On,Miami Ink,18
Counting On,Say Yes to the Dress,95
Counting On,The Little Couple,12
Counting On,DC Cupcakes,50
Counting On,Long Island Medium,79
Best Time Ever With Neil Patrick Harris,Heroes,51
Justified,Sons of Anarchy,60
Justified,Wilfred,55
Justified,Queen of the South,22
Justified,El Privilegio de Mandar,6
Justified,American Horror Story,73
Justified,It's Always Sunny in Philadelphia,90
Justified,The Strain,50
Justified,Paquita Salas,15
Justified,Sex&Drugs&Rock&Roll,45
Justified,Animals,58
Justified,Atlanta,63
Justified,Home & Family,60
Justified,eltrece - Guapas,68
Justified,Tyrant,16
Justified,American Crime Story,10
Justified,The League,47
Justified,The Americans,74
Justified,Archer,89
La maison des maternelles,C à vous,58
La maison des maternelles,Queer as Folk,49
La maison des maternelles,Le Petit Journal,81
La maison des maternelles,Silence ça pousse,62
La maison des maternelles,Mini TFO,48
La maison des maternelles,La Maison France 5,52
La maison des maternelles,Médias le magazine,37
La maison des maternelles,Animal Planet's Too Cute,25
La maison des maternelles,Harry,77
La maison des maternelles,Candice Renoir - série,56
José José,Que Noche con Angelica y Raul,65
José José,Bajo el Mismo Cielo,23
José José,Quien es Quien,91
José José,Un Nuevo Día,46
José José,Ya Era Hora con Erika y Eduardo,9
José José,CTVPowerPlay,24
José José,El Señor de los Cielos,14
José José,Rise,53
José José,Mary + Jane,60
José José,Sangre De Mi Tierra,84
José José,SAT.1 Frühstücksfernsehen,43
José José,AL ROJO VIVO,68
José José,Eva La Trailera,6
Mind Of A Man,Family Feud,12
Mind Of A Man,Idiotest,21
Mind Of A Man,Lie Detectors,86
Mind Of A Man,Baggage On The Road,95
WDR Lokalzeit Münsterland,WDR Lokalzeit aus Köln,60
WDR Lokalzeit Münsterland,WDR Lokalzeit Ruhr,33
WDR Lokalzeit Münsterland,Aktuelle Stunde,85
WDR Lokalzeit Münsterland,WDR Lokalzeit OWL,82
WDR Lokalzeit Münsterland,WDR Lokalzeit aus Düsseldorf,62
WDR Lokalzeit Münsterland,WDR Lokalzeit Bergisches Land,86
WDR Lokalzeit Münsterland,WDR Lokalzeit aus Bonn,20
WDR Lokalzeit Münsterland,WDR Lokalzeit aus Dortmund,19
Binging with Babish,Streamy Awards,46
Maischberger,ARD Morgenmagazin,21
Maischberger,Wissen vor acht,72
Maischberger,MDR Umschau,86
Maischberger,tagesschau,36
Maischberger,Nachtcafé - Die SWR Talkshow,25
XIII La Série,BRAQUO,38
XIII La Série,24 HEURES CHRONO,83
XIII La Série,MAFIOSA,79
XIII La Série,MAISON CLOSE,76
XIII La Série,Les séries Canal+,21
XIII La Série,La Matinale LCI,27
XIII La Série,Borgia,89
mittagsmagazin,Die Sendung mit der Maus,87
mittagsmagazin,Future Man,59
mittagsmagazin,Markt,29
mittagsmagazin,Defenders,52
mittagsmagazin,Panorama,29
mittagsmagazin,Extra 3,49
mittagsmagazin,Wir in Bayern,76
mittagsmagazin,MTV’s The Inbetweeners,85
mittagsmagazin,Anne With An E,34
mittagsmagazin,Zärtlichkeiten im Bus,72
mittagsmagazin,hart aber fair,42
mittagsmagazin,Report Mainz,27
mittagsmagazin,kinokino,11
mittagsmagazin,Weltspiegel,54
mittagsmagazin,report München,55
mittagsmagazin,Tirsdagsanalysen,69
mittagsmagazin,Plusminus,41
mittagsmagazin,Kontraste,71
mittagsmagazin,ttt - titel thesen temperamente,58
mittagsmagazin,Importantissime,25
mittagsmagazin,Wissen vor acht,69
mittagsmagazin,wochenwebschau,13
mittagsmagazin,Malaterra,52
mittagsmagazin,quer,64
mittagsmagazin,MDR Umschau,31
mittagsmagazin,ARD-Buffet,19
mittagsmagazin,ARD-Rechtsredaktion,19
mittagsmagazin,tagesschau,21
mittagsmagazin,Monitor,56
mittagsmagazin,The Good Place,75
mittagsmagazin,ARD Morgenmagazin,57
mittagsmagazin,AUSSENSEITER SPITZENREITER,27
mittagsmagazin,3sat Kulturzeit,14
The Ed Show,Morning Joe,11
The Ed Show,Now With Alex Wagner,14
The Ed Show,The Last Word With Lawrence O'Donnell,33
The Ed Show,Seinfeld,91
The Ed Show,Andrea Mitchell Reports,8
The Ed Show,The Rachel Maddow Show,91
The Ed Show,The Daily Show,49
The Ed Show,Up on MSNBC,9
The Ed Show,Curb Your Enthusiasm,69
The Ed Show,Alex Witt,45
The Ed Show,Jour Polaire,72
The Ed Show,The Tonight Show Starring Jimmy Fallon,5
The Ed Show,Hardball with Chris Matthews,68
The Ed Show,AM Joy on MSNBC,84
The Ed Show,MSNBC Live with José Díaz-Balart,72
The Ed Show,Ronan Farrow Daily,13
The Ed Show,PoliticsNation with Al Sharpton,11
Mas Vale Tarde,Morandé con Compañía,49
Baby Daddy,Extra,85
Baby Daddy,Switched at Birth,84
Baby Daddy,Queen of the South,77
Baby Daddy,Pretty Little Liars,59
Baby Daddy,Melissa & Joey,82
Baby Daddy,Cheer Squad,67
Baby Daddy,Mystery Girls,6
Baby Daddy,GMA The Heart of Asia,82
Baby Daddy,Home & Family,53
Baby Daddy,Young & Hungry,25
Baby Daddy,Bana Baba Dedi,67
Baby Daddy,Chasing Life,12
Baby Daddy,Bunheads,68
Baby Daddy,The Lying Game,12
Baby Daddy,The Good Fight,11
Baby Daddy,The Secret Life of the American Teenager,61
Giros,Informe 11 Las Historias,75
Giros,NC once,16
Giros,The Island M6,30
Giros,Deportes Repretel,25
Cuarto Milenio,Deportes Cuatro,93
Cuarto Milenio,No Tomorrow,34
Cuarto Milenio,Fútbol Mediaset,16
Cuarto Milenio,Las Mañanas de Cuatro,70
Cuarto Milenio,Hermano mayor,81
Cuarto Milenio,The Joey Canyon Show,19
Cuarto Milenio,Granjero busca esposa,90
Cuarto Milenio,Sálvame,53
Cuarto Milenio,Planeta Calleja,50
Cuarto Milenio,¿Quién quiere casarse con mi hijo?,60
La Boîte à Questions,Le Petit Journal,67
La Boîte à Questions,Le SAV d'Omar et Fred,87
La Boîte à Questions,L'info du vrai,47
La Boîte à Questions,bref,28
La Boîte à Questions,William à midi,32
La Boîte à Questions,Le Meilleur du Hier,45
Celebrity Family Feud,Tampa Bay's Morning Blend,60
Celebrity Family Feud,ran,25
"""You",Encrenca,24
"""You",RedeTV Geek,94
"""You",TV Fama,32
"""You",Programa Melhor pra Você,24
Red de Salud,Mặt trời bé con - Little Big Shots Vietnam,38
Red de Salud,Nadia 6.30,69
Red de Salud,Quit Your Day Job,32
Red de Salud,Vivo en Argentina,17
Red de Salud,En terapia,44
Red de Salud,Cocineros Argentinos,10
VLOG,Deux filles le matin,51
VLOG,Les beaux malaises,32
VLOG,Fort Boyard TVA,18
EMA - Eurovision Slovenia,Legends of Chamberlain Heights,95
EMA - Eurovision Slovenia,Eurovisie Songfestival,47
EMA - Eurovision Slovenia,Eurovisión RTVE,5
EMA - Eurovision Slovenia,Junior Eurovision Song Contest,26
EMA - Eurovision Slovenia,Eurovision Song Contest,24
EMA - Eurovision Slovenia,Catastrophe (Amazon Original),34
Marvel - The Punisher,Fox 13's Good Day Utah,53
Marvel - The Punisher,Booming Forward,73
Marvel - The Punisher,So You Think You Can Dance,86
Cocineros Argentinos,Cocineros Chilenos,27
Cocineros Argentinos,Científicos Industria Argentina,22
Cocineros Argentinos,CocinerosMXTV,33
Cocineros Argentinos,Quit Your Day Job,47
Cocineros Argentinos,Vivo en Argentina,88
Cocineros Argentinos,Televisión Pública Noticias,68
Covert Affairs,Psych,68
Covert Affairs,Recipe for Deception,36
Covert Affairs,Fairly Legal,20
Covert Affairs,Satisfaction USA,15
Covert Affairs,DIG on USA,67
Covert Affairs,West Texas Investors Club,70
Covert Affairs,Royal Pains,67
Covert Affairs,Match Game on ABC,20
Covert Affairs,Suits,45
Covert Affairs,White Collar,85
Covert Affairs,Burn Notice,18
Covert Affairs,Les Z'Awards de la Télé,34
Covert Affairs,In Plain Sight,46
Covert Affairs,"""No  You Shut Up!""",55
Covert Affairs,Benched,37
Covert Affairs,Graceland TV,61
Covert Affairs,Monk,73
三立華劇,我的自由年代,75
Ronan Farrow Daily,Morning Joe,56
Ronan Farrow Daily,The Rachel Maddow Show,74
Ronan Farrow Daily,AM Joy on MSNBC,82
The Beat With Ari Melber,The Last Word With Lawrence O'Donnell,43
The Beat With Ari Melber,Comedy Bang! Bang! on IFC,31
The Beat With Ari Melber,30 Rock,47
The Beat With Ari Melber,Parks and Recreation,92
The Beat With Ari Melber,Whisker Wars,82
The Beat With Ari Melber,Saturday Night Live,53
NBC Nightly News with Lester Holt,PoliticsNation with Al Sharpton,86
NBC Nightly News with Lester Holt,The Aaron Harber Show,73
NBC Nightly News with Lester Holt,The Last Word With Lawrence O'Donnell,26
NBC Nightly News with Lester Holt,The Rachel Maddow Show,93
NBC Nightly News with Lester Holt,Carpool Karaoke Italia,75
NBC Nightly News with Lester Holt,KPLC 7 News Sunrise,46
NBC Nightly News with Lester Holt,Up on MSNBC,47
NBC Nightly News with Lester Holt,Dateline NBC,53
NBC Nightly News with Lester Holt,Today Show,27
NBC Nightly News with Lester Holt,9 News,9
NBC Nightly News with Lester Holt,Le miracle de l'amour,46
NBC Nightly News with Lester Holt,207,95
NBC Nightly News with Lester Holt,George to the Rescue,83
NBC Nightly News with Lester Holt,Meet the Press,61
SMILF,Hell On Wheels,70
SMILF,The Walking Dead,46
SMILF,Breaking Bad,29
SMILF,The Returned,6
SMILF,Marriage Boot Camp,21
SMILF,Portlandia,20
SMILF,Comic Book Men,82
SMILF,Comedy Bang! Bang! on IFC,53
SMILF,Tamar & Vince,73
SMILF,The Spoils Before Dying,32
SMILF,Braxton Family Values,72
SMILF,Rectify,44
Anthony Bourdain: Parts Unknown,Morning Express with Robin Meade,51
Anthony Bourdain: Parts Unknown,Abstract: The Art of Design,45
شاهد على العصر,للقصة بقية,74
شاهد على العصر,Al Marsad,20
شاهد على العصر,المشاء,14
شاهد على العصر,الإتجاه المعاكس,21
شاهد على العصر,المقابلة,24
شاهد على العصر,تحقيقات,55
شاهد على العصر,برنامج زمام المبادرة - قناة الجزيرة الفضائية,61
شاهد على العصر,بلا حدود,26
شاهد على العصر,Min Washington -  من واشنطن,68
Work Of Art: The Next Great Artist,Million Dollar Decorators,73
Work Of Art: The Next Great Artist,Bethenny Ever After,64
Work Of Art: The Next Great Artist,Watch What Happens Live,37
Work Of Art: The Next Great Artist,The Millionaire Matchmaker,22
Work Of Art: The Next Great Artist,Real Housewives of New Jersey,32
Work Of Art: The Next Great Artist,The Real Housewives of Beverly Hills,17
Work Of Art: The Next Great Artist,Real Housewives of Orange County,68
Work Of Art: The Next Great Artist,Relative Success with Tabatha Coffey,20
Work Of Art: The Next Great Artist,The Rachel Zoe Project,61
Turning Point Zone,The 700 Club,90
Auction Kings,Queer Eye,84
Auction Kings,The Ingraham Angle,35
Auction Kings,Discovery's Frozen Planet,58
Auction Kings,La Reina de la Canción,35
Auction Kings,Chasing Classic Cars,59
Auction Kings,MTV's Ultimate Parkour Challenge,29
Auction Kings,New Day NW,36
Auction Kings,Fast N' Loud,43
Auction Kings,The Mystery of Matter: Search for the Elements,53
In Treatment,Entourage,26
In Treatment,Hung,9
In Treatment,True Blood,33
In Treatment,The Pacific,24
In Treatment,Hard Knocks,92
In Treatment,Big Love,69
In Treatment,O Negócio - HBO,55
Forever,Rookie Blue,58
עספור,חצויה,12
עספור,הבורר,87
עספור,פצועים בראש,22
עספור,מחוברים,84
Offspring on Ten,Puberty Blues,36
Offspring on Ten,The Loop,91
The Voice of Finland,eltrece - El diario de Mariana,35
The Voice of Finland,BBC Look North (East Yorkshire & Lincolnshire),44
The Voice of Finland,The Voice Kids (Suomi),5
The Voice of Finland,The Voice Global,59
The Voice of Finland,Suomen Huippumalli haussa,69
The Voice of Finland,,70
Truls á la Hellstrøm,Senkveld med Thomas og Harald,27
Enfoque,AL ROJO VIVO,18
7 News Brisbane,Creek to Coast,89
7 News Brisbane,9 News Gold Coast,91
7 News Brisbane,Kitchen Impossible,78
7 News Brisbane,Matkontrollen,20
7 News Brisbane,7 News Central Queensland,66
7 News Brisbane,Queensland Weekender,56
7 News Brisbane,Sunday Night,60
7 News Brisbane,7 News Sunshine Coast,75
7 News Brisbane,The Great Day Out,22
7 News Brisbane,7 News Sydney,78
7 News Brisbane,Sunrise,58
7 News Brisbane,I Am Cait,85
7 News Brisbane,7 News Adelaide,5
7 News Brisbane,Fat N' Furious: Rolling Thunder,80
7 News Brisbane,7 News Melbourne,43
7 News Brisbane,Today Tonight,34
7 News Brisbane,7 News Perth,21
Corazón que miente,Televisa Telenovelas,57
América Noticias,Poliisit,59
América Noticias,TEC,39
América Noticias,Tiempo de Leer,42
América Noticias,Domingo al Día,12
América Noticias,Estás en Todas,45
América Noticias,En Boca de Todos,75
América Noticias,VBQ,88
América Noticias,América Espectáculos,89
América Noticias,Cinescape,69
América Noticias,América Deportes,40
América Noticias,De Vuelta al Barrio,38
América Noticias,Fútbol en América,15
American Pickers on History,SportsCenter ESPN,11
American Pickers on History,The Legend of Shelby the Swamp Man,79
American Pickers on History,Top Shot on History,87
American Pickers on History,Top Gear BBC America,39
American Pickers on History,Ax Men on History,81
American Pickers on History,렛미인 - Let美人,12
American Pickers on History,Men Women Wild,92
American Pickers on History,American Restoration,83
American Pickers on History,Only in America with Larry the Cable Guy,60
American Pickers on History,Ancient Aliens,28
American Pickers on History,Arda'nın Mutfağı,60
American Pickers on History,Chef's Table,29
American Pickers on History,Swamp People on History,56
American Pickers on History,Pawn Stars on History,18
American Pickers on History,The Universe,89
American Pickers on History,Good Behavior,85
American Pickers on History,American Daredevils,45
American Pickers on History,Ice Road Truckers on HISTORY,43
American Pickers on History,"""God",71
American Pickers on History,Mountain Men,25
American Pickers on History,Counting Cars,35
American Pickers on History,Bruce Mitchell,33
American Pickers on History,Vikings,18
Fast N' Loud,Treehouse Masters,63
Fast N' Loud,Street Outlaws,87
Fast N' Loud,Moonshiners,79
Fast N' Loud,Biker Live,8
Fast N' Loud,Jay Leno,41
Fast N' Loud,MythBusters,76
Family 100 Indonesia,Smart Face,29
Family 100 Indonesia,Cari Jodoh Lagi,44
Jeopardy!,The Ingraham Angle,34
Jeopardy!,Wheel of Fortune,67
Jeopardy!,Inside Edition,53
Jeopardy!,New Day NW,94
Jeopardy!,High School Quiz Show,23
Jeopardy!,Sports Jeopardyǃ,7
Jeopardy!,@midnight,37
Jeopardy!,What's On 6,33
Jeopardy!,The Insider,11
Jeopardy!,The Chase USA,72
Jeopardy!,The Mystery of Matter: Search for the Elements,71
Great Day SA,Survivor,57
Great Day SA,Sons of Anarchy,87
Great Day SA,The Big Bang Theory,57
Great Day SA,48 Hours,37
Great Day SA,Access,75
Great Day SA,Inside Edition,52
Great Day SA,TMZ,45
Great Day SA,CBS Sunday Morning,92
Great Day SA,Face The Nation,43
Great Day SA,BET Awards,85
Great Day SA,60 Minutes,76
Great Day SA,CBS Evening News with Jeff Glor,92
Great Day SA,Steve Harvey TV,91
Great Day SA,CBS This Morning,13
Great Day SA,La Voz Kids,51
MINDHUNTER,Dr. Chris Pet Vet,11
MINDHUNTER,Home & Family,66
MINDHUNTER,CBS Sunday Morning,11
MINDHUNTER,Code Black on CBS,75
MINDHUNTER,CBS This Morning,60
El Gran Show,América Espectáculos,9
El Gran Show,Domingo al Día,59
El Gran Show,En Boca de Todos,92
Eye on L.A.,Bay Area LIFE,37
Eye on L.A.,ABC7 Morning Show,73
Eye on L.A.,ABC7 Weather,71
Eye on L.A.,Dancing with the Stars,61
Eye on L.A.,FABLifeShow,7
Eye on L.A.,Vista L.A.,19
Eye on L.A.,So You Think You Can Dance,84
Weltbilder,NDR Doku,7
Weltbilder,tagesschau,81
Weltbilder,DAS! im NDR Fernsehen,45
Weltbilder,Defenders,45
Weltbilder,Beowulf,12
Weltbilder,The Good Place,47
Weltbilder,Eurovision Song Contest Deutschland,74
Weltbilder,Panorama,49
Weltbilder,Battle Creek on CBS,62
Weltbilder,The Voice 决战好声,83
Weltbilder,Kulturjournal,20
Weltbilder,Sesamstrasse,63
Weltbilder,Mein Nachmittag (NDR),75
Weltbilder,Weltspiegel,68
Weltbilder,Tietjen und Bommes,49
Les échangistes,Infoman,82
The Profit,Closing Bell,34
The Profit,The Car Chasers,83
The Profit,Relative Success with Tabatha Coffey,65
The Profit,Desafios-Guatevision,8
The Profit,American Greed,79
Agents of S.H.I.E.L.D.,Mixology,8
Agents of S.H.I.E.L.D.,The Bachelorette,10
Agents of S.H.I.E.L.D.,Queen of the South,42
Agents of S.H.I.E.L.D.,Mind Games,25
Agents of S.H.I.E.L.D.,Once Upon a Time,27
Agents of S.H.I.E.L.D.,Secret Millionaire,26
Agents of S.H.I.E.L.D.,Modern Family,93
Agents of S.H.I.E.L.D.,Back In The Game,30
Agents of S.H.I.E.L.D.,Whodunnit?,55
Agents of S.H.I.E.L.D.,Resurrection,10
Agents of S.H.I.E.L.D.,Revenge,7
Agents of S.H.I.E.L.D.,Betrayal,82
Agents of S.H.I.E.L.D.,Motive,71
Agents of S.H.I.E.L.D.,Wife Swap,89
Agents of S.H.I.E.L.D.,Shark Tank,6
Agents of S.H.I.E.L.D.,Dancing with the Stars,31
Agents of S.H.I.E.L.D.,Trophy Wife,81
Agents of S.H.I.E.L.D.,Home & Family,89
Agents of S.H.I.E.L.D.,Suburgatory,18
Agents of S.H.I.E.L.D.,Jimmy Kimmel Live,86
Agents of S.H.I.E.L.D.,Last Man Standing,44
Agents of S.H.I.E.L.D.,Killer Women,89
Agents of S.H.I.E.L.D.,General Hospital,94
Agents of S.H.I.E.L.D.,The View,31
Agents of S.H.I.E.L.D.,Rookie Blue,24
Agents of S.H.I.E.L.D.,The Chew,31
Agents of S.H.I.E.L.D.,The Goldbergs,93
Agents of S.H.I.E.L.D.,WWE Superstars,90
العهد - El Ahd,Coronation Street,13
Lip Sync Battle UK,Big Brother UK,20
Six Feet Under,True Blood,9
Six Feet Under,Carnivale,26
Six Feet Under,Die Bachelorette,85
Six Feet Under,I'm Dying Up Here,42
Rizzoli&Isles,Franklin & Bash,84
Rizzoli&Isles,TNT Drama,66
Rizzoli&Isles,The Closer,73
Rizzoli&Isles,Falling Skies,71
